# Description: This file contains monthly means and monthly anomalies for surface air temperature from ERA5 averaged over the global domain (0–360°E, 90°S–90°N) from 1940 to 2026.,,,,
# Data source: ERA5 monthly gridded data can be downloaded from https://cds.climate.copernicus.eu/datasets/reanalysis-era5-single-levels-monthly-means,,,,,
# Method: Details about the method used to estimate temperature anomalies relative to the 1850-1900 preindustrial reference period can be found in this webpage: https://climate.copernicus.eu/climate-bulletin-about-data-and-analysis,,,,,
# Columns:,,,,,
#   2t: Monthly absolute temperature,,,,,
#   clim_91-20: Monthly climatology for 1991-2020 ,,,,,
#   ano_91-20: Monthly anomaly relative to 1991-2020,,,,,
#   offset_pi: Monthly offset between 1850-1900 and 1991-2020,,,,,
#   ano_pi: Monthly anomaly relative to 1850-1900,,,,,
# Units: deg. C,,,,,
# Last updated: 03 Jun 2026,,,,,
month,2t,clim_91-20,ano_91-20,offset_pi,ano_pi
2004-05-01,15.0513,15.2619,-0.2106,0.8700,0.6594
2004-06-01,15.8895,15.9825,-0.0930,0.8300,0.7370
2004-07-01,15.9531,16.2288,-0.2756,0.8000,0.5244
2004-08-01,15.9500,16.1110,-0.1610,0.8000,0.6390
2004-09-01,15.4063,15.4456,-0.0394,0.8100,0.7706
2004-10-01,14.4531,14.4461,0.0070,0.8500,0.8570
2004-11-01,13.4416,13.3701,0.0715,0.8900,0.9615
2004-12-01,12.5698,12.6653,-0.0955,0.9300,0.8345
2005-01-01,12.5895,12.4422,0.1473,0.9600,1.1073
2005-02-01,12.7355,12.7304,0.0051,0.9600,0.9651
2005-03-01,13.4976,13.4098,0.0878,0.9500,1.0378
2005-04-01,14.4321,14.3622,0.0699,0.9100,0.9799
2005-05-01,15.3312,15.2619,0.0693,0.8700,0.9393
2005-06-01,16.0594,15.9825,0.0769,0.8300,0.9069
2005-07-01,16.3143,16.2288,0.0855,0.8000,0.8855
2005-08-01,16.1412,16.1110,0.0302,0.8000,0.8302
2005-09-01,15.5760,15.4456,0.1304,0.8100,0.9404
2005-10-01,14.6183,14.4461,0.1722,0.8500,1.0222
2005-11-01,13.5019,13.3701,0.1318,0.8900,1.0218
2005-12-01,12.7666,12.6653,0.1013,0.9300,1.0313
2006-01-01,12.3982,12.4422,-0.0440,0.9600,0.9160
2006-02-01,12.8189,12.7304,0.0885,0.9600,1.0485
2006-03-01,13.3977,13.4098,-0.0121,0.9500,0.9379
2006-04-01,14.2917,14.3622,-0.0705,0.9100,0.8395
2006-05-01,15.1899,15.2619,-0.0720,0.8700,0.7980
2006-06-01,16.0641,15.9825,0.0816,0.8300,0.9116
2006-07-01,16.2323,16.2288,0.0035,0.8000,0.8035
2006-08-01,16.1825,16.1110,0.0715,0.8000,0.8715
2006-09-01,15.4945,15.4456,0.0488,0.8100,0.8588
2006-10-01,14.5843,14.4461,0.1382,0.8500,0.9882
2006-11-01,13.4715,13.3701,0.1014,0.8900,0.9914
2006-12-01,12.8608,12.6653,0.1955,0.9300,1.1255
2007-01-01,12.8052,12.4422,0.3630,0.9600,1.3230
2007-02-01,12.8175,12.7304,0.0871,0.9600,1.0471
2007-03-01,13.4099,13.4098,0.0000,0.9500,0.9500
2007-04-01,14.5354,14.3622,0.1731,0.9100,1.0831
2007-05-01,15.3455,15.2619,0.0836,0.8700,0.9536
2007-06-01,15.9591,15.9825,-0.0234,0.8300,0.8066
2007-07-01,16.2353,16.2288,0.0065,0.8000,0.8065
2007-08-01,16.0928,16.1110,-0.0182,0.8000,0.7818
2007-09-01,15.3565,15.4456,-0.0891,0.8100,0.7209
2007-10-01,14.4324,14.4461,-0.0137,0.8500,0.8363
2007-11-01,13.3317,13.3701,-0.0384,0.8900,0.8516
2007-12-01,12.5762,12.6653,-0.0890,0.9300,0.8410
2008-01-01,12.1139,12.4422,-0.3283,0.9600,0.6317
2008-02-01,12.4088,12.7304,-0.3216,0.9600,0.6384
2008-03-01,13.4279,13.4098,0.0181,0.9500,0.9681
2008-04-01,14.2350,14.3622,-0.1272,0.9100,0.7828
2008-05-01,15.1564,15.2619,-0.1055,0.8700,0.7645
2008-06-01,15.7845,15.9825,-0.1980,0.8300,0.6320
2008-07-01,16.2055,16.2288,-0.0233,0.8000,0.7767
2008-08-01,16.0326,16.1110,-0.0785,0.8000,0.7215
2008-09-01,15.4162,15.4456,-0.0294,0.8100,0.7806
2008-10-01,14.4835,14.4461,0.0374,0.8500,0.8874
2008-11-01,13.4219,13.3701,0.0518,0.8900,0.9418
2008-12-01,12.6215,12.6653,-0.0437,0.9300,0.8863
2009-01-01,12.5017,12.4422,0.0595,0.9600,1.0195
2009-02-01,12.6948,12.7304,-0.0356,0.9600,0.9244
2009-03-01,13.2879,13.4098,-0.1219,0.9500,0.8281
2009-04-01,14.3016,14.3622,-0.0606,0.9100,0.8494
2009-05-01,15.2576,15.2619,-0.0043,0.8700,0.8657
2009-06-01,15.9873,15.9825,0.0048,0.8300,0.8348
2009-07-01,16.3666,16.2288,0.1379,0.8000,0.9379
2009-08-01,16.1568,16.1110,0.0458,0.8000,0.8458
2009-09-01,15.5501,15.4456,0.1044,0.8100,0.9144
2009-10-01,14.5264,14.4461,0.0803,0.8500,0.9303
2009-11-01,13.5114,13.3701,0.1413,0.8900,1.0313
2009-12-01,12.7336,12.6653,0.0683,0.9300,0.9983
2010-01-01,12.6357,12.4422,0.1935,0.9600,1.1535
2010-02-01,12.9517,12.7304,0.2213,0.9600,1.1813
2010-03-01,13.6781,13.4098,0.2683,0.9500,1.2183
2010-04-01,14.6141,14.3622,0.2519,0.9100,1.1619
2010-05-01,15.4600,15.2619,0.1981,0.8700,1.0681
2010-06-01,16.0695,15.9825,0.0870,0.8300,0.9170
2010-07-01,16.2809,16.2288,0.0521,0.8000,0.8521
2010-08-01,16.1577,16.1110,0.0467,0.8000,0.8467
2010-09-01,15.5454,15.4456,0.0997,0.8100,0.9097
2010-10-01,14.5627,14.4461,0.1167,0.8500,0.9667
2010-11-01,13.5043,13.3701,0.1342,0.8900,1.0242
2010-12-01,12.5638,12.6653,-0.1015,0.9300,0.8285
2011-01-01,12.3516,12.4422,-0.0906,0.9600,0.8694
2011-02-01,12.5536,12.7304,-0.1768,0.9600,0.7832
2011-03-01,13.3506,13.4098,-0.0592,0.9500,0.8908
2011-04-01,14.3753,14.3622,0.0131,0.9100,0.9231
2011-05-01,15.2199,15.2619,-0.0420,0.8700,0.8280
2011-06-01,16.0033,15.9825,0.0209,0.8300,0.8509
2011-07-01,16.3720,16.2288,0.1432,0.8000,0.9432
2011-08-01,16.2223,16.1110,0.1113,0.8000,0.9113
2011-09-01,15.4937,15.4456,0.0481,0.8100,0.8581
2011-10-01,14.4760,14.4461,0.0299,0.8500,0.8799
2011-11-01,13.2759,13.3701,-0.0942,0.8900,0.7958
2011-12-01,12.6275,12.6653,-0.0378,0.9300,0.8922
2012-01-01,12.2765,12.4422,-0.1657,0.9600,0.7943
2012-02-01,12.5506,12.7304,-0.1798,0.9600,0.7802
2012-03-01,13.2729,13.4098,-0.1369,0.9500,0.8131
2012-04-01,14.4160,14.3622,0.0538,0.9100,0.9638
2012-05-01,15.4351,15.2619,0.1732,0.8700,1.0432
2012-06-01,16.1023,15.9825,0.1199,0.8300,0.9499
2012-07-01,16.2692,16.2288,0.0404,0.8000,0.8404
2012-08-01,16.1879,16.1110,0.0769,0.8000,0.8769
2012-09-01,15.5593,15.4456,0.1136,0.8100,0.9236
2012-10-01,14.6655,14.4461,0.2195,0.8500,1.0695
2012-11-01,13.5664,13.3701,0.1963,0.8900,1.0863
2012-12-01,12.6334,12.6653,-0.0318,0.9300,0.8982
2013-01-01,12.5888,12.4422,0.1466,0.9600,1.1066
2013-02-01,12.7452,12.7304,0.0148,0.9600,0.9748
2013-03-01,13.4331,13.4098,0.0233,0.9500,0.9733
2013-04-01,14.3253,14.3622,-0.0370,0.9100,0.8730
2013-05-01,15.2831,15.2619,0.0212,0.8700,0.8912
2013-06-01,16.0903,15.9825,0.1079,0.8300,0.9379
2013-07-01,16.2039,16.2288,-0.0249,0.8000,0.7751
2013-08-01,16.1662,16.1110,0.0552,0.8000,0.8552
2013-09-01,15.6160,15.4456,0.1704,0.8100,0.9804
2013-10-01,14.4978,14.4461,0.0517,0.8500,0.9017
2013-11-01,13.5202,13.3701,0.1501,0.8900,1.0401
2013-12-01,12.7921,12.6653,0.1268,0.9300,1.0568
2014-01-01,12.5690,12.4422,0.1268,0.9600,1.0868
2014-02-01,12.6338,12.7304,-0.0966,0.9600,0.8634
2014-03-01,13.4998,13.4098,0.0900,0.9500,1.0400
2014-04-01,14.4712,14.3622,0.1089,0.9100,1.0189
2014-05-01,15.4450,15.2619,0.1831,0.8700,1.0531
2014-06-01,16.0550,15.9825,0.0725,0.8300,0.9025
2014-07-01,16.2947,16.2288,0.0659,0.8000,0.8659
2014-08-01,16.2474,16.1110,0.1364,0.8000,0.9364
2014-09-01,15.6308,15.4456,0.1851,0.8100,0.9951
2014-10-01,14.6099,14.4461,0.1639,0.8500,1.0139
2014-11-01,13.4216,13.3701,0.0515,0.8900,0.9415
2014-12-01,12.8536,12.6653,0.1884,0.9300,1.1184
2015-01-01,12.6345,12.4422,0.1923,0.9600,1.1523
2015-02-01,12.9283,12.7304,0.1979,0.9600,1.1579
2015-03-01,13.6378,13.4098,0.2280,0.9500,1.1780
2015-04-01,14.4182,14.3622,0.0559,0.9100,0.9659
2015-05-01,15.4382,15.2619,0.1763,0.8700,1.0463
2015-06-01,16.1691,15.9825,0.1867,0.8300,1.0167
2015-07-01,16.3826,16.2288,0.1538,0.8000,0.9538
2015-08-01,16.3536,16.1110,0.2426,0.8000,1.0426
2015-09-01,15.7132,15.4456,0.2676,0.8100,1.0776
2015-10-01,14.8876,14.4461,0.4415,0.8500,1.2915
2015-11-01,13.7563,13.3701,0.3862,0.8900,1.2762
2015-12-01,13.2047,12.6653,0.5394,0.9300,1.4694
2016-01-01,12.9930,12.4422,0.5509,0.9600,1.5109
2016-02-01,13.4173,12.7304,0.6868,0.9600,1.6468
2016-03-01,14.0350,13.4098,0.6251,0.9500,1.5751
2016-04-01,14.8912,14.3622,0.5290,0.9100,1.4390
2016-05-01,15.6769,15.2619,0.4150,0.8700,1.2850
2016-06-01,16.2441,15.9825,0.2616,0.8300,1.0916
2016-07-01,16.5895,16.2288,0.3607,0.8000,1.1607
2016-08-01,16.5126,16.1110,0.4016,0.8000,1.2016
2016-09-01,15.8041,15.4456,0.3584,0.8100,1.1684
2016-10-01,14.7880,14.4461,0.3419,0.8500,1.1919
2016-11-01,13.7753,13.3701,0.4052,0.8900,1.2952
2016-12-01,13.0007,12.6653,0.3355,0.9300,1.2655
2017-01-01,12.8455,12.4422,0.4033,0.9600,1.3633
2017-02-01,13.2290,12.7304,0.4986,0.9600,1.4586
2017-03-01,13.9087,13.4098,0.4989,0.9500,1.4489
2017-04-01,14.6899,14.3622,0.3277,0.9100,1.2377
2017-05-01,15.6342,15.2619,0.3723,0.8700,1.2423
2017-06-01,16.1848,15.9825,0.2023,0.8300,1.0323
2017-07-01,16.4945,16.2288,0.2658,0.8000,1.0658
2017-08-01,16.4073,16.1110,0.2963,0.8000,1.0963
2017-09-01,15.7259,15.4456,0.2803,0.8100,1.0903
2017-10-01,14.8057,14.4461,0.3596,0.8500,1.2096
2017-11-01,13.6184,13.3701,0.2483,0.8900,1.1383
2017-12-01,13.0371,12.6653,0.3718,0.9300,1.3018
2018-01-01,12.6827,12.4422,0.2405,0.9600,1.2005
2018-02-01,12.9921,12.7304,0.2617,0.9600,1.2217
2018-03-01,13.6823,13.4098,0.2725,0.9500,1.2225
2018-04-01,14.6668,14.3622,0.3046,0.9100,1.2146
2018-05-01,15.5134,15.2619,0.2515,0.8700,1.1215
2018-06-01,16.2079,15.9825,0.2254,0.8300,1.0554
2018-07-01,16.5073,16.2288,0.2785,0.8000,1.0785
2018-08-01,16.3198,16.1110,0.2088,0.8000,1.0088
2018-09-01,15.6458,15.4456,0.2001,0.8100,1.0101
2018-10-01,14.8010,14.4461,0.3549,0.8500,1.2049
2018-11-01,13.6087,13.3701,0.2386,0.8900,1.1286
2018-12-01,12.9962,12.6653,0.3310,0.9300,1.2610
2019-01-01,12.7263,12.4422,0.2841,0.9600,1.2441
2019-02-01,13.0379,12.7304,0.3075,0.9600,1.2675
2019-03-01,13.9173,13.4098,0.5074,0.9500,1.4574
2019-04-01,14.7989,14.3622,0.4366,0.9100,1.3466
2019-05-01,15.6184,15.2619,0.3565,0.8700,1.2265
2019-06-01,16.3515,15.9825,0.3690,0.8300,1.1990
2019-07-01,16.6258,16.2288,0.3970,0.8000,1.1970
2019-08-01,16.4674,16.1110,0.3564,0.8000,1.1564
2019-09-01,15.8251,15.4456,0.3794,0.8100,1.1894
2019-10-01,14.8995,14.4461,0.4534,0.8500,1.3034
2019-11-01,13.7753,13.3701,0.4052,0.8900,1.2952
2019-12-01,13.2047,12.6653,0.5394,0.9300,1.4694
2020-01-01,13.0231,12.4422,0.5810,0.9600,1.5410
2020-02-01,13.3286,12.7304,0.5982,0.9600,1.5582
2020-03-01,13.8967,13.4098,0.4869,0.9500,1.4369
2020-04-01,14.8819,14.3622,0.5197,0.9100,1.4297
2020-05-01,15.7276,15.2619,0.4657,0.8700,1.3357
2020-06-01,16.3431,15.9825,0.3606,0.8300,1.1906
2020-07-01,16.5542,16.2288,0.3254,0.8000,1.1254
2020-08-01,16.3781,16.1110,0.2671,0.8000,1.0671
2020-09-01,15.8799,15.4456,0.4342,0.8100,1.2442
2020-10-01,14.8223,14.4461,0.3762,0.8500,1.2262
2020-11-01,13.9075,13.3701,0.5374,0.8900,1.4274
2020-12-01,12.9002,12.6653,0.2350,0.9300,1.1650
2021-01-01,12.6852,12.4422,0.2430,0.9600,1.2030
2021-02-01,12.7897,12.7304,0.0593,0.9600,1.0193
2021-03-01,13.5986,13.4098,0.1888,0.9500,1.1388
2021-04-01,14.5522,14.3622,0.1900,0.9100,1.1000
2021-05-01,15.5190,15.2619,0.2571,0.8700,1.1271
2021-06-01,16.1954,15.9825,0.2129,0.8300,1.0429
2021-07-01,16.5597,16.2288,0.3309,0.8000,1.1309
2021-08-01,16.4225,16.1110,0.3115,0.8000,1.1115
2021-09-01,15.8477,15.4456,0.4021,0.8100,1.2121
2021-10-01,14.8677,14.4461,0.4216,0.8500,1.2716
2021-11-01,13.7164,13.3701,0.3463,0.8900,1.2363
2021-12-01,12.9875,12.6653,0.3222,0.9300,1.2522
2022-01-01,12.7192,12.4422,0.2771,0.9600,1.2371
2022-02-01,12.9592,12.7304,0.2288,0.9600,1.1888
2022-03-01,13.8030,13.4098,0.3932,0.9500,1.3432
2022-04-01,14.6449,14.3622,0.2827,0.9100,1.1927
2022-05-01,15.5174,15.2619,0.2555,0.8700,1.1255
2022-06-01,16.2908,15.9825,0.3083,0.8300,1.1383
2022-07-01,16.6063,16.2288,0.3775,0.8000,1.1775
2022-08-01,16.4071,16.1110,0.2960,0.8000,1.0960
2022-09-01,15.7958,15.4456,0.3501,0.8100,1.1601
2022-10-01,14.8553,14.4461,0.4092,0.8500,1.2592
2022-11-01,13.5326,13.3701,0.1625,0.8900,1.0525
2022-12-01,12.9360,12.6653,0.2707,0.9300,1.2007
2023-01-01,12.6885,12.4422,0.2463,0.9600,1.2063
2023-02-01,13.0221,12.7304,0.2917,0.9600,1.2517
2023-03-01,13.9206,13.4098,0.5108,0.9500,1.4608
2023-04-01,14.6822,14.3622,0.3200,0.9100,1.2300
2023-05-01,15.6569,15.2619,0.3950,0.8700,1.2650
2023-06-01,16.5141,15.9825,0.5316,0.8300,1.3616
2023-07-01,16.9532,16.2288,0.7244,0.8000,1.5244
2023-08-01,16.8209,16.1110,0.7099,0.8000,1.5099
2023-09-01,16.3770,15.4456,0.9313,0.8100,1.7413
2023-10-01,15.2962,14.4461,0.8501,0.8500,1.7001
2023-11-01,14.2242,13.3701,0.8541,0.8900,1.7441
2023-12-01,13.5103,12.6653,0.8450,0.9300,1.7750
2024-01-01,13.1401,12.4422,0.6980,0.9600,1.6580
2024-02-01,13.5397,12.7304,0.8093,0.9600,1.7693
2024-03-01,14.1371,13.4098,0.7273,0.9500,1.6773
2024-04-01,15.0319,14.3622,0.6696,0.9100,1.5796
2024-05-01,15.9135,15.2619,0.6516,0.8700,1.5216
2024-06-01,16.6571,15.9825,0.6747,0.8300,1.5047
2024-07-01,16.9078,16.2288,0.6790,0.8000,1.4790
2024-08-01,16.8224,16.1110,0.7114,0.8000,1.5114
2024-09-01,16.1743,15.4456,0.7286,0.8100,1.5386
2024-10-01,15.2453,14.4461,0.7992,0.8500,1.6492
2024-11-01,14.0985,13.3701,0.7284,0.8900,1.6184
2024-12-01,13.4239,12.6653,0.7586,0.9300,1.6886
2025-01-01,13.2288,12.4422,0.7867,0.9600,1.7467
2025-02-01,13.3568,12.7304,0.6263,0.9600,1.5863
2025-03-01,14.0592,13.4098,0.6493,0.9500,1.5993
2025-04-01,14.9628,14.3622,0.6006,0.9100,1.5106
2025-05-01,15.7923,15.2619,0.5304,0.8700,1.4004
2025-06-01,16.4569,15.9825,0.4744,0.8300,1.3044
2025-07-01,16.6779,16.2288,0.4491,0.8000,1.2491
2025-08-01,16.6013,16.1110,0.4903,0.8000,1.2903
2025-09-01,16.1085,15.4456,0.6629,0.8100,1.4729
2025-10-01,15.1415,14.4461,0.6954,0.8500,1.5454
2025-11-01,14.0193,13.3701,0.6492,0.8900,1.5392
2025-12-01,13.1518,12.6653,0.4865,0.9300,1.4165
2026-01-01,12.9531,12.4422,0.5109,0.9600,1.4709
2026-02-01,13.2611,12.7304,0.5307,0.9600,1.4907
2026-03-01,13.9401,13.4098,0.5303,0.9500,1.4803
2026-04-01,14.8853,14.3622,0.5230,0.9100,1.4330
2026-05-01,15.8122,15.2619,0.5503,0.8700,1.4203
2026-06-01,16.5411,15.9825,0.5586,0.8300,1.3886
2026-07-01,16.8999,16.2288,0.6711,0.8000,1.4711
