# Description: This file contains monthly means and monthly anomalies for surface air temperature from ERA5 averaged over the global domain (0–360°E, 90°S–90°N) from 1940 to 2026.,,,,
# Data source: ERA5 monthly gridded data can be downloaded from https://cds.climate.copernicus.eu/datasets/reanalysis-era5-single-levels-monthly-means,,,,,
# Method: Details about the method used to estimate temperature anomalies relative to the 1850-1900 preindustrial reference period can be found in this webpage: https://climate.copernicus.eu/climate-bulletin-about-data-and-analysis,,,,,
# Columns:,,,,,
#   2t: Monthly absolute temperature,,,,,
#   clim_91-20: Monthly climatology for 1991-2020 ,,,,,
#   ano_91-20: Monthly anomaly relative to 1991-2020,,,,,
#   offset_pi: Monthly offset between 1850-1900 and 1991-2020,,,,,
#   ano_pi: Monthly anomaly relative to 1850-1900,,,,,
# Units: deg. C,,,,,
# Last updated: 03 Jun 2026,,,,,
month,2t,clim_91-20,ano_91-20,offset_pi,ano_pi
1940-01-01,11.4967,12.4422,-0.9455,0.9600,0.0145
1940-02-01,11.8722,12.7304,-0.8582,0.9600,0.1018
1940-03-01,12.5240,13.4098,-0.8858,0.9500,0.0642
1940-04-01,13.7569,14.3622,-0.6053,0.9100,0.3047
1940-05-01,14.7455,15.2619,-0.5164,0.8700,0.3536
1940-06-01,15.3148,15.9825,-0.6677,0.8300,0.1623
1940-07-01,15.7794,16.2288,-0.4494,0.8000,0.3506
1940-08-01,15.6127,16.1110,-0.4983,0.8000,0.3017
1940-09-01,14.8116,15.4456,-0.6341,0.8100,0.1759
1940-10-01,13.6332,14.4461,-0.8129,0.8500,0.0371
1940-11-01,12.6111,13.3701,-0.7590,0.8900,0.1310
1940-12-01,12.0656,12.6653,-0.5996,0.9300,0.3304
1941-01-01,11.7609,12.4422,-0.6813,0.9600,0.2787
1941-02-01,12.1864,12.7304,-0.5440,0.9600,0.4160
1941-03-01,12.6954,13.4098,-0.7144,0.9500,0.2356
1941-04-01,13.5549,14.3622,-0.8073,0.9100,0.1027
1941-05-01,14.6544,15.2619,-0.6075,0.8700,0.2625
1941-06-01,15.4902,15.9825,-0.4923,0.8300,0.3377
1941-07-01,15.6862,16.2288,-0.5426,0.8000,0.2574
1941-08-01,15.6370,16.1110,-0.4740,0.8000,0.3260
1941-09-01,14.5922,15.4456,-0.8534,0.8100,-0.0434
1941-10-01,13.9382,14.4461,-0.5079,0.8500,0.3421
1941-11-01,12.5858,13.3701,-0.7843,0.8900,0.1057
1941-12-01,11.9743,12.6653,-0.6910,0.9300,0.2390
1942-01-01,11.8804,12.4422,-0.5617,0.9600,0.3983
1942-02-01,11.9328,12.7304,-0.7976,0.9600,0.1624
1942-03-01,12.7005,13.4098,-0.7093,0.9500,0.2407
1942-04-01,13.5583,14.3622,-0.8039,0.9100,0.1061
1942-05-01,14.6531,15.2619,-0.6088,0.8700,0.2612
1942-06-01,15.3033,15.9825,-0.6792,0.8300,0.1508
1942-07-01,15.5045,16.2288,-0.7243,0.8000,0.0757
1942-08-01,15.3634,16.1110,-0.7476,0.8000,0.0524
1942-09-01,14.7051,15.4456,-0.7405,0.8100,0.0695
1942-10-01,13.7249,14.4461,-0.7212,0.8500,0.1288
1942-11-01,12.4959,13.3701,-0.8742,0.8900,0.0158
1942-12-01,11.8459,12.6653,-0.8194,0.9300,0.1106
1943-01-01,11.6244,12.4422,-0.8178,0.9600,0.1422
1943-02-01,12.0455,12.7304,-0.6849,0.9600,0.2751
1943-03-01,12.5236,13.4098,-0.8862,0.9500,0.0638
1943-04-01,13.5895,14.3622,-0.7727,0.9100,0.1373
1943-05-01,14.6321,15.2619,-0.6298,0.8700,0.2402
1943-06-01,15.2204,15.9825,-0.7621,0.8300,0.0679
1943-07-01,15.4872,16.2288,-0.7416,0.8000,0.0584
1943-08-01,15.3353,16.1110,-0.7757,0.8000,0.0243
1943-09-01,14.7366,15.4456,-0.7090,0.8100,0.1010
1943-10-01,13.7967,14.4461,-0.6494,0.8500,0.2006
1943-11-01,12.6941,13.3701,-0.6760,0.8900,0.2140
1943-12-01,12.0554,12.6653,-0.6099,0.9300,0.3201
1944-01-01,12.0522,12.4422,-0.3900,0.9600,0.5700
1944-02-01,12.2303,12.7304,-0.5002,0.9600,0.4598
1944-03-01,12.9505,13.4098,-0.4593,0.9500,0.4907
1944-04-01,13.7312,14.3622,-0.6310,0.9100,0.2790
1944-05-01,14.6636,15.2619,-0.5983,0.8700,0.2717
1944-06-01,15.4662,15.9825,-0.5163,0.8300,0.3137
1944-07-01,15.6970,16.2288,-0.5318,0.8000,0.2682
1944-08-01,15.6433,16.1110,-0.4677,0.8000,0.3323
1944-09-01,15.0339,15.4456,-0.4117,0.8100,0.3983
1944-10-01,13.9869,14.4461,-0.4591,0.8500,0.3909
1944-11-01,12.6785,13.3701,-0.6916,0.8900,0.1984
1944-12-01,11.9037,12.6653,-0.7616,0.9300,0.1684
1945-01-01,11.6976,12.4422,-0.7446,0.9600,0.2154
1945-02-01,11.8094,12.7304,-0.9210,0.9600,0.0390
1945-03-01,12.5996,13.4098,-0.8102,0.9500,0.1398
1945-04-01,13.6973,14.3622,-0.6649,0.9100,0.2451
1945-05-01,14.5283,15.2619,-0.7336,0.8700,0.1364
1945-06-01,15.4500,15.9825,-0.5325,0.8300,0.2975
1945-07-01,15.5813,16.2288,-0.6475,0.8000,0.1525
1945-08-01,15.7765,16.1110,-0.3345,0.8000,0.4655
1945-09-01,14.9206,15.4456,-0.5250,0.8100,0.2850
1945-10-01,13.8884,14.4461,-0.5576,0.8500,0.2924
1945-11-01,12.6137,13.3701,-0.7564,0.8900,0.1336
1945-12-01,11.7981,12.6653,-0.8672,0.9300,0.0628
1946-01-01,11.8215,12.4422,-0.6207,0.9600,0.3393
1946-02-01,12.0032,12.7304,-0.7272,0.9600,0.2328
1946-03-01,12.7570,13.4098,-0.6528,0.9500,0.2972
1946-04-01,13.7380,14.3622,-0.6242,0.9100,0.2858
1946-05-01,14.7078,15.2619,-0.5542,0.8700,0.3158
1946-06-01,15.3448,15.9825,-0.6377,0.8300,0.1923
1946-07-01,15.6515,16.2288,-0.5773,0.8000,0.2227
1946-08-01,15.4420,16.1110,-0.6690,0.8000,0.1310
1946-09-01,14.7925,15.4456,-0.6531,0.8100,0.1569
1946-10-01,13.6686,14.4461,-0.7775,0.8500,0.0725
1946-11-01,12.6458,13.3701,-0.7243,0.8900,0.1657
1946-12-01,11.8252,12.6653,-0.8401,0.9300,0.0899
1947-01-01,11.8086,12.4422,-0.6335,0.9600,0.3265
1947-02-01,12.0034,12.7304,-0.7270,0.9600,0.2330
1947-03-01,12.8301,13.4098,-0.5797,0.9500,0.3703
1947-04-01,13.8477,14.3622,-0.5145,0.9100,0.3955
1947-05-01,14.6924,15.2619,-0.5695,0.8700,0.3005
1947-06-01,15.4639,15.9825,-0.5186,0.8300,0.3114
1947-07-01,15.6871,16.2288,-0.5417,0.8000,0.2583
1947-08-01,15.4479,16.1110,-0.6631,0.8000,0.1369
1947-09-01,14.7546,15.4456,-0.6910,0.8100,0.1190
1947-10-01,13.8667,14.4461,-0.5794,0.8500,0.2706
1947-11-01,12.6793,13.3701,-0.6908,0.8900,0.1992
1947-12-01,11.8499,12.6653,-0.8154,0.9300,0.1146
1948-01-01,11.7916,12.4422,-0.6506,0.9600,0.3094
1948-02-01,11.8896,12.7304,-0.8408,0.9600,0.1192
1948-03-01,12.5169,13.4098,-0.8929,0.9500,0.0571
1948-04-01,13.6196,14.3622,-0.7426,0.9100,0.1674
1948-05-01,14.7162,15.2619,-0.5457,0.8700,0.3243
1948-06-01,15.3808,15.9825,-0.6017,0.8300,0.2283
1948-07-01,15.6344,16.2288,-0.5944,0.8000,0.2056
1948-08-01,15.5413,16.1110,-0.5697,0.8000,0.2303
1948-09-01,14.7305,15.4456,-0.7152,0.8100,0.0948
1948-10-01,13.8626,14.4461,-0.5835,0.8500,0.2665
1948-11-01,12.7500,13.3701,-0.6201,0.8900,0.2699
1948-12-01,11.7687,12.6653,-0.8965,0.9300,0.0335
1949-01-01,11.8996,12.4422,-0.5426,0.9600,0.4174
1949-02-01,11.9807,12.7304,-0.7497,0.9600,0.2103
1949-03-01,12.7099,13.4098,-0.6999,0.9500,0.2501
1949-04-01,13.6286,14.3622,-0.7336,0.9100,0.1764
1949-05-01,14.6531,15.2619,-0.6088,0.8700,0.2612
1949-06-01,15.2993,15.9825,-0.6832,0.8300,0.1468
1949-07-01,15.6717,16.2288,-0.5571,0.8000,0.2429
1949-08-01,15.4457,16.1110,-0.6653,0.8000,0.1347
1949-09-01,14.8130,15.4456,-0.6326,0.8100,0.1774
1949-10-01,13.7787,14.4461,-0.6674,0.8500,0.1826
1949-11-01,12.7164,13.3701,-0.6537,0.8900,0.2363
1949-12-01,11.9949,12.6653,-0.6704,0.9300,0.2596
1950-01-01,11.5314,12.4422,-0.9107,0.9600,0.0493
1950-02-01,11.7929,12.7304,-0.9375,0.9600,0.0225
1950-03-01,12.6352,13.4098,-0.7746,0.9500,0.1754
1950-04-01,13.5250,14.3622,-0.8372,0.9100,0.0728
1950-05-01,14.5600,15.2619,-0.7019,0.8700,0.1681
1950-06-01,15.3428,15.9825,-0.6397,0.8300,0.1903
1950-07-01,15.5166,16.2288,-0.7122,0.8000,0.0878
1950-08-01,15.2952,16.1110,-0.8158,0.8000,-0.0158
1950-09-01,14.7815,15.4456,-0.6641,0.8100,0.1459
1950-10-01,13.7998,14.4461,-0.6463,0.8500,0.2037
1950-11-01,12.4694,13.3701,-0.9007,0.8900,-0.0107
1950-12-01,12.0033,12.6653,-0.6620,0.9300,0.2680
1951-01-01,11.5238,12.4422,-0.9184,0.9600,0.0416
1951-02-01,11.6836,12.7304,-1.0468,0.9600,-0.0868
1951-03-01,12.5638,13.4098,-0.8460,0.9500,0.1040
1951-04-01,13.6428,14.3622,-0.7194,0.9100,0.1906
1951-05-01,14.8499,15.2619,-0.4120,0.8700,0.4580
1951-06-01,15.4829,15.9825,-0.4996,0.8300,0.3304
1951-07-01,15.5619,16.2288,-0.6669,0.8000,0.1331
1951-08-01,15.6236,16.1110,-0.4874,0.8000,0.3126
1951-09-01,14.9535,15.4456,-0.4921,0.8100,0.3179
1951-10-01,13.9645,14.4461,-0.4816,0.8500,0.3684
1951-11-01,12.7905,13.3701,-0.5796,0.8900,0.3104
1951-12-01,12.2012,12.6653,-0.4641,0.9300,0.4659
1952-01-01,11.9322,12.4422,-0.5100,0.9600,0.4500
1952-02-01,12.1383,12.7304,-0.5921,0.9600,0.3679
1952-03-01,12.6662,13.4098,-0.7436,0.9500,0.2064
1952-04-01,13.6557,14.3622,-0.7065,0.9100,0.2035
1952-05-01,14.6975,15.2619,-0.5644,0.8700,0.3056
1952-06-01,15.4390,15.9825,-0.5435,0.8300,0.2865
1952-07-01,15.6882,16.2288,-0.5405,0.8000,0.2595
1952-08-01,15.4249,16.1110,-0.6861,0.8000,0.1139
1952-09-01,14.8337,15.4456,-0.6119,0.8100,0.1981
1952-10-01,13.7544,14.4461,-0.6917,0.8500,0.1583
1952-11-01,12.4590,13.3701,-0.9111,0.8900,-0.0211
1952-12-01,11.9635,12.6653,-0.7018,0.9300,0.2282
1953-01-01,11.7898,12.4422,-0.6524,0.9600,0.3076
1953-02-01,12.1219,12.7304,-0.6085,0.9600,0.3515
1953-03-01,12.7567,13.4098,-0.6532,0.9500,0.2968
1953-04-01,13.8595,14.3622,-0.5028,0.9100,0.4072
1953-05-01,14.8720,15.2619,-0.3899,0.8700,0.4801
1953-06-01,15.4586,15.9825,-0.5239,0.8300,0.3061
1953-07-01,15.7278,16.2288,-0.5010,0.8000,0.2990
1953-08-01,15.5821,16.1110,-0.5289,0.8000,0.2711
1953-09-01,14.8143,15.4456,-0.6313,0.8100,0.1787
1953-10-01,13.8485,14.4461,-0.5976,0.8500,0.2524
1953-11-01,12.6767,13.3701,-0.6934,0.8900,0.1966
1953-12-01,12.0702,12.6653,-0.5951,0.9300,0.3349
1954-01-01,11.5667,12.4422,-0.8755,0.9600,0.0845
1954-02-01,11.9341,12.7304,-0.7963,0.9600,0.1637
1954-03-01,12.6614,13.4098,-0.7485,0.9500,0.2015
1954-04-01,13.5888,14.3622,-0.7734,0.9100,0.1366
1954-05-01,14.6176,15.2619,-0.6443,0.8700,0.2257
1954-06-01,15.2534,15.9825,-0.7291,0.8300,0.1009
1954-07-01,15.4978,16.2288,-0.7310,0.8000,0.0690
1954-08-01,15.3096,16.1110,-0.8014,0.8000,-0.0014
1954-09-01,14.5712,15.4456,-0.8744,0.8100,-0.0644
1954-10-01,13.6748,14.4461,-0.7713,0.8500,0.0787
1954-11-01,12.6872,13.3701,-0.6829,0.8900,0.2071
1954-12-01,11.8529,12.6653,-0.8124,0.9300,0.1176
1955-01-01,11.8612,12.4422,-0.5809,0.9600,0.3791
1955-02-01,11.8131,12.7304,-0.9173,0.9600,0.0427
1955-03-01,12.3842,13.4098,-1.0256,0.9500,-0.0756
1955-04-01,13.5171,14.3622,-0.8451,0.9100,0.0649
1955-05-01,14.5422,15.2619,-0.7197,0.8700,0.1503
1955-06-01,15.2633,15.9825,-0.7192,0.8300,0.1108
1955-07-01,15.4665,16.2288,-0.7623,0.8000,0.0377
1955-08-01,15.5120,16.1110,-0.5990,0.8000,0.2010
1955-09-01,14.7629,15.4456,-0.6828,0.8100,0.1272
1955-10-01,13.7086,14.4461,-0.7375,0.8500,0.1125
1955-11-01,12.4502,13.3701,-0.9199,0.8900,-0.0299
1955-12-01,11.7194,12.6653,-0.9459,0.9300,-0.0159
1956-01-01,11.6855,12.4422,-0.7566,0.9600,0.2034
1956-02-01,11.8479,12.7304,-0.8825,0.9600,0.0775
1956-03-01,12.5660,13.4098,-0.8438,0.9500,0.1062
1956-04-01,13.4820,14.3622,-0.8802,0.9100,0.0298
1956-05-01,14.4251,15.2619,-0.8368,0.8700,0.0332
1956-06-01,15.1834,15.9825,-0.7991,0.8300,0.0309
1956-07-01,15.4492,16.2288,-0.7796,0.8000,0.0204
1956-08-01,15.2281,16.1110,-0.8829,0.8000,-0.0829
1956-09-01,14.5247,15.4456,-0.9209,0.8100,-0.1109
1956-10-01,13.4600,14.4461,-0.9861,0.8500,-0.1361
1956-11-01,12.5167,13.3701,-0.8534,0.8900,0.0366
1956-12-01,11.9185,12.6653,-0.7468,0.9300,0.1832
1957-01-01,11.6545,12.4422,-0.7877,0.9600,0.1723
1957-02-01,11.9331,12.7304,-0.7973,0.9600,0.1627
1957-03-01,12.6051,13.4098,-0.8047,0.9500,0.1453
1957-04-01,13.7016,14.3622,-0.6606,0.9100,0.2494
1957-05-01,14.7192,15.2619,-0.5427,0.8700,0.3273
1957-06-01,15.5115,15.9825,-0.4710,0.8300,0.3590
1957-07-01,15.6526,16.2288,-0.5762,0.8000,0.2238
1957-08-01,15.5843,16.1110,-0.5268,0.8000,0.2732
1957-09-01,14.9125,15.4456,-0.5331,0.8100,0.2769
1957-10-01,13.9250,14.4461,-0.5211,0.8500,0.3289
1957-11-01,12.8601,13.3701,-0.5100,0.8900,0.3800
1957-12-01,12.2063,12.6653,-0.4589,0.9300,0.4711
1958-01-01,12.1465,12.4422,-0.2957,0.9600,0.6643
1958-02-01,12.2606,12.7304,-0.4698,0.9600,0.4902
1958-03-01,12.8746,13.4098,-0.5352,0.9500,0.4148
1958-04-01,13.8225,14.3622,-0.5397,0.9100,0.3703
1958-05-01,14.8351,15.2619,-0.4268,0.8700,0.4432
1958-06-01,15.4424,15.9825,-0.5400,0.8300,0.2900
1958-07-01,15.7439,16.2288,-0.4849,0.8000,0.3151
1958-08-01,15.5343,16.1110,-0.5767,0.8000,0.2233
1958-09-01,14.7906,15.4456,-0.6550,0.8100,0.1550
1958-10-01,13.8229,14.4461,-0.6232,0.8500,0.2268
1958-11-01,12.7380,13.3701,-0.6321,0.8900,0.2579
1958-12-01,12.0569,12.6653,-0.6083,0.9300,0.3217
1959-01-01,11.9331,12.4422,-0.5091,0.9600,0.4509
1959-02-01,12.1666,12.7304,-0.5639,0.9600,0.3961
1959-03-01,12.9764,13.4098,-0.4334,0.9500,0.5166
1959-04-01,13.8941,14.3622,-0.4681,0.9100,0.4419
1959-05-01,14.7315,15.2619,-0.5304,0.8700,0.3396
1959-06-01,15.4666,15.9825,-0.5159,0.8300,0.3141
1959-07-01,15.7003,16.2288,-0.5285,0.8000,0.2715
1959-08-01,15.5181,16.1110,-0.5929,0.8000,0.2071
1959-09-01,14.7419,15.4456,-0.7037,0.8100,0.1063
1959-10-01,13.8084,14.4461,-0.6377,0.8500,0.2123
1959-11-01,12.6349,13.3701,-0.7352,0.8900,0.1548
1959-12-01,12.0748,12.6653,-0.5905,0.9300,0.3395
1960-01-01,11.8729,12.4422,-0.5693,0.9600,0.3907
1960-02-01,12.2442,12.7304,-0.4862,0.9600,0.4738
1960-03-01,12.4977,13.4098,-0.9121,0.9500,0.0379
1960-04-01,13.6172,14.3622,-0.7450,0.9100,0.1650
1960-05-01,14.6432,15.2619,-0.6187,0.8700,0.2513
1960-06-01,15.4144,15.9825,-0.5681,0.8300,0.2619
1960-07-01,15.6521,16.2288,-0.5767,0.8000,0.2233
1960-08-01,15.5799,16.1110,-0.5312,0.8000,0.2688
1960-09-01,14.8226,15.4456,-0.6230,0.8100,0.1870
1960-10-01,13.8773,14.4461,-0.5688,0.8500,0.2812
1960-11-01,12.6528,13.3701,-0.7173,0.8900,0.1727
1960-12-01,12.2311,12.6653,-0.4341,0.9300,0.4959
1961-01-01,11.9235,12.4422,-0.5187,0.9600,0.4413
1961-02-01,12.2438,12.7304,-0.4866,0.9600,0.4734
1961-03-01,12.8457,13.4098,-0.5642,0.9500,0.3858
1961-04-01,13.8443,14.3622,-0.5180,0.9100,0.3920
1961-05-01,14.8333,15.2619,-0.4286,0.8700,0.4414
1961-06-01,15.5201,15.9825,-0.4624,0.8300,0.3676
1961-07-01,15.7371,16.2288,-0.4917,0.8000,0.3083
1961-08-01,15.5628,16.1110,-0.5482,0.8000,0.2518
1961-09-01,14.9302,15.4456,-0.5154,0.8100,0.2946
1961-10-01,13.8673,14.4461,-0.5788,0.8500,0.2712
1961-11-01,12.7598,13.3701,-0.6103,0.8900,0.2797
1961-12-01,11.9452,12.6653,-0.7201,0.9300,0.2099
1962-01-01,11.8502,12.4422,-0.5920,0.9600,0.3680
1962-02-01,12.2033,12.7304,-0.5271,0.9600,0.4329
1962-03-01,12.8506,13.4098,-0.5592,0.9500,0.3908
1962-04-01,13.7711,14.3622,-0.5912,0.9100,0.3188
1962-05-01,14.6334,15.2619,-0.6285,0.8700,0.2415
1962-06-01,15.3285,15.9825,-0.6539,0.8300,0.1761
1962-07-01,15.6878,16.2288,-0.5410,0.8000,0.2590
1962-08-01,15.5107,16.1110,-0.6003,0.8000,0.1997
1962-09-01,14.8000,15.4456,-0.6456,0.8100,0.1644
1962-10-01,13.8388,14.4461,-0.6073,0.8500,0.2427
1962-11-01,12.7671,13.3701,-0.6030,0.8900,0.2870
1962-12-01,12.0447,12.6653,-0.6206,0.9300,0.3094
1963-01-01,11.7911,12.4422,-0.6511,0.9600,0.3089
1963-02-01,12.1951,12.7304,-0.5353,0.9600,0.4247
1963-03-01,12.5612,13.4098,-0.8487,0.9500,0.1013
1963-04-01,13.6274,14.3622,-0.7348,0.9100,0.1752
1963-05-01,14.6412,15.2619,-0.6207,0.8700,0.2493
1963-06-01,15.4639,15.9825,-0.5186,0.8300,0.3114
1963-07-01,15.8016,16.2288,-0.4271,0.8000,0.3729
1963-08-01,15.7590,16.1110,-0.3520,0.8000,0.4480
1963-09-01,14.9991,15.4456,-0.4466,0.8100,0.3634
1963-10-01,13.9421,14.4461,-0.5039,0.8500,0.3461
1963-11-01,12.8606,13.3701,-0.5095,0.8900,0.3805
1963-12-01,12.0880,12.6653,-0.5773,0.9300,0.3527
1964-01-01,11.8045,12.4422,-0.6377,0.9600,0.3223
1964-02-01,12.0517,12.7304,-0.6787,0.9600,0.2813
1964-03-01,12.5653,13.4098,-0.8445,0.9500,0.1055
1964-04-01,13.4903,14.3622,-0.8719,0.9100,0.0381
1964-05-01,14.5540,15.2619,-0.7079,0.8700,0.1621
1964-06-01,15.3399,15.9825,-0.6425,0.8300,0.1875
1964-07-01,15.7259,16.2288,-0.5029,0.8000,0.2971
1964-08-01,15.4172,16.1110,-0.6938,0.8000,0.1062
1964-09-01,14.5499,15.4456,-0.8957,0.8100,-0.0857
1964-10-01,13.4447,14.4461,-1.0014,0.8500,-0.1514
1964-11-01,12.4923,13.3701,-0.8778,0.8900,0.0122
1964-12-01,11.7511,12.6653,-0.9142,0.9300,0.0158
1965-01-01,11.7031,12.4422,-0.7391,0.9600,0.2209
1965-02-01,11.8875,12.7304,-0.8429,0.9600,0.1171
1965-03-01,12.6268,13.4098,-0.7830,0.9500,0.1670
1965-04-01,13.5586,14.3622,-0.8036,0.9100,0.1064
1965-05-01,14.6311,15.2619,-0.6308,0.8700,0.2392
1965-06-01,15.3097,15.9825,-0.6728,0.8300,0.1572
1965-07-01,15.5962,16.2288,-0.6326,0.8000,0.1674
1965-08-01,15.4394,16.1110,-0.6716,0.8000,0.1284
1965-09-01,14.7239,15.4456,-0.7217,0.8100,0.0883
1965-10-01,13.7663,14.4461,-0.6798,0.8500,0.1702
1965-11-01,12.6808,13.3701,-0.6893,0.8900,0.2007
1965-12-01,12.0066,12.6653,-0.6586,0.9300,0.2714
1966-01-01,11.7023,12.4422,-0.7398,0.9600,0.2202
1966-02-01,12.0593,12.7304,-0.6711,0.9600,0.2889
1966-03-01,12.7816,13.4098,-0.6282,0.9500,0.3218
1966-04-01,13.6653,14.3622,-0.6970,0.9100,0.2130
1966-05-01,14.6404,15.2619,-0.6215,0.8700,0.2485
1966-06-01,15.4719,15.9825,-0.5106,0.8300,0.3194
1966-07-01,15.8207,16.2288,-0.4081,0.8000,0.3919
1966-08-01,15.5322,16.1110,-0.5788,0.8000,0.2212
1966-09-01,14.8453,15.4456,-0.6004,0.8100,0.2096
1966-10-01,13.6658,14.4461,-0.7803,0.8500,0.0697
1966-11-01,12.6746,13.3701,-0.6955,0.8900,0.1945
1966-12-01,12.0087,12.6653,-0.6566,0.9300,0.2734
1967-01-01,11.7071,12.4422,-0.7351,0.9600,0.2249
1967-02-01,11.8237,12.7304,-0.9067,0.9600,0.0533
1967-03-01,12.7703,13.4098,-0.6395,0.9500,0.3105
1967-04-01,13.7061,14.3622,-0.6561,0.9100,0.2539
1967-05-01,14.8420,15.2619,-0.4199,0.8700,0.4501
1967-06-01,15.3893,15.9825,-0.5932,0.8300,0.2368
1967-07-01,15.7015,16.2288,-0.5273,0.8000,0.2727
1967-08-01,15.5407,16.1110,-0.5703,0.8000,0.2297
1967-09-01,14.8644,15.4456,-0.5812,0.8100,0.2288
1967-10-01,13.9268,14.4461,-0.5193,0.8500,0.3307
1967-11-01,12.7022,13.3701,-0.6679,0.8900,0.2221
1967-12-01,12.0511,12.6653,-0.6142,0.9300,0.3158
1968-01-01,11.6002,12.4422,-0.8420,0.9600,0.1180
1968-02-01,11.9459,12.7304,-0.7845,0.9600,0.1755
1968-03-01,12.8766,13.4098,-0.5332,0.9500,0.4168
1968-04-01,13.6745,14.3622,-0.6877,0.9100,0.2223
1968-05-01,14.6168,15.2619,-0.6451,0.8700,0.2249
1968-06-01,15.2978,15.9825,-0.6847,0.8300,0.1453
1968-07-01,15.6356,16.2288,-0.5932,0.8000,0.2068
1968-08-01,15.4589,16.1110,-0.6521,0.8000,0.1479
1968-09-01,14.7037,15.4456,-0.7419,0.8100,0.0681
1968-10-01,13.8837,14.4461,-0.5624,0.8500,0.2876
1968-11-01,12.6571,13.3701,-0.7130,0.8900,0.1770
1968-12-01,11.9266,12.6653,-0.7387,0.9300,0.1913
1969-01-01,11.7395,12.4422,-0.7026,0.9600,0.2574
1969-02-01,11.9611,12.7304,-0.7693,0.9600,0.1907
1969-03-01,12.7855,13.4098,-0.6243,0.9500,0.3257
1969-04-01,13.9005,14.3622,-0.4617,0.9100,0.4483
1969-05-01,14.8954,15.2619,-0.3665,0.8700,0.5035
1969-06-01,15.5056,15.9825,-0.4769,0.8300,0.3531
1969-07-01,15.7030,16.2288,-0.5258,0.8000,0.2742
1969-08-01,15.4535,16.1110,-0.6576,0.8000,0.1424
1969-09-01,14.8681,15.4456,-0.5775,0.8100,0.2325
1969-10-01,13.8364,14.4461,-0.6096,0.8500,0.2404
1969-11-01,12.8898,13.3701,-0.4803,0.8900,0.4097
1969-12-01,12.3141,12.6653,-0.3512,0.9300,0.5788
1970-01-01,11.9425,12.4422,-0.4997,0.9600,0.4603
